,index,_id,lieu_id,user,section,created_at,updatedAt,__v,new,old,userDatas,automation,noChanges,isCampaign,orgaId,orgaName,role,status,territoire
0,39145,60c31ada7721410d1708ea73,12605,5d3e0e909ac60c05a86bf0ff,place,2021-06-11,2021-06-11 08:12:10.976,0,,,"{'orgaId': None, 'orgaName': None, 'role': None, 'status': 'ADMIN_SOLIGUIDE', 'territory': '00'}",False,True,True,,,,ADMIN_SOLIGUIDE,59
1,39187,60c320ba7721410d1708eb32,2332,5fce3b1157e7cc6a57f6db37,tempMessage,2021-06-11,2021-06-11 08:37:14.952,0,,,"{'orgaId': '882', 'orgaName': 'Centre Médical et Dentaire MGEN', 'role': 'OWNER', 'status': 'PRO', 'territory': '67'}",False,True,True,882,Centre Médical et Dentaire MGEN,OWNER,PRO,67
2,39196,60c322427721410d1708eb4a,2357,5fce3cff57e7cc6a57f6db43,place,2021-06-11,2021-06-11 08:43:46.546,0,,,"{'orgaId': '897', 'orgaName': 'Themis', 'role': 'OWNER', 'status': 'PRO', 'territory': '67'}",False,True,True,897,Themis,OWNER,PRO,67
3,39215,60c324897721410d1708eb81,2211,5fd25c6517e8c5648075c599,place,2021-06-11,2021-06-11 08:53:29.929,0,,,"{'orgaId': '896', 'orgaName': 'Paroisse du Temple Neuf', 'role': 'OWNER', 'status': 'PRO', 'territory': '67'}",False,True,True,896,Paroisse du Temple Neuf,OWNER,PRO,67
4,39260,60c3288d7721410d1708ebe2,9414,60b8a564778ac520d0505b27,place,2021-06-11,2021-06-11 09:10:37.888,0,,,"{'orgaId': '3576', 'orgaName': 'Association PAR ENchantement', 'role': 'OWNER', 'status': 'PRO', 'territory': '67'}",False,True,True,3576,Association PAR ENchantement,OWNER,PRO,67
5,39582,60c37b8e7721410d1708f07c,2335,608aab5b635734571ad08501,place,2021-06-11,2021-06-11 15:04:46.347,0,,,"{'orgaId': '884', 'orgaName': 'Médecins du Monde - Alsace', 'role': 'OWNER', 'status': 'PRO', 'territory': '67'}",False,True,True,884,Médecins du Monde - Alsace,OWNER,PRO,67
6,39672,60c744f3071bb421d8fbe2a9,5040,60bf244ddcc0491fd973cca8,place,2021-06-14,2021-06-14 12:00:51.782,0,,,"{'orgaId': None, 'orgaName': None, 'role': None, 'status': 'ADMIN_SOLIGUIDE', 'territory': '00'}",False,True,True,,,,ADMIN_SOLIGUIDE,44
7,39730,60c74f8e071bb421d8fbe3b8,11844,60815381ddf6c11d95f1dfc6,place,2021-06-14,2021-06-14 12:46:06.209,0,,,"{'orgaId': '3437', 'orgaName': 'Association Aurore - Epicerie Solidaire de Montreuil', 'role': 'OWNER', 'status': 'PRO', 'territory': '93'}",False,True,True,3437,Association Aurore - Epicerie Solidaire de Montreuil,OWNER,PRO,93
8,39745,60c75ba0071bb421d8fbe440,70,5ed4d29c6191f4686301a7c4,place,2021-06-14,2021-06-14 13:37:36.860,0,,,"{'orgaId': None, 'orgaName': None, 'role': None, 'status': 'ADMIN_SOLIGUIDE', 'territory': '00'}",False,True,True,,,,ADMIN_SOLIGUIDE,75
9,39856,60c78c450715f1051791230d,2276,60b8ea4351a507456a223e02,place,2021-06-14,2021-06-14 17:05:09.362,0,,,"{'orgaId': '3040', 'orgaName': 'Les Restos du Coeur Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3040,Les Restos du Coeur Gironde,OWNER,PRO,33
10,39869,60c795690715f10517912340,4658,60b8ea4351a507456a223e02,place,2021-06-14,2021-06-14 17:44:09.252,0,,,"{'orgaId': '3040', 'orgaName': 'Les Restos du Coeur Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3040,Les Restos du Coeur Gironde,OWNER,PRO,33
11,39907,60c86c650715f105179126d2,10316,603f93668e8a6e513de4d786,services,2021-06-15,2021-06-15 09:01:25.151,0,"[{'categorie': 404, 'description': '', 'name': 'CONSEIL', 'free': True, 'sameConditions': True, 'closed': False, 'saturated': {'precision': None, 'statut': 0}, 'specifications': {'price': '', 'hours_specifique': False, 'hours_completed': False, 'family': True, 'age_min': 0, 'age_max': 99, 'sexe': 'mixte', 'origine': False, 'refugie': False, 'asile': False, 'animals': False, 'on_appointment': False, 'orientation': False, 'orientation_precision': '', 'other': '', 'hours': {'monday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'tuesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'wednesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'thursday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'friday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'saturday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'sunday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}}}, 'differentPublics': False, 'differentModalities': False, 'modalities': {'animal': {'checked': False}, 'appointment': {'checked': False, 'precisions': ''}, 'inscription': {'checked': False, 'precisions': ''}, 'orientation': {'checked': False, 'precisions': ''}, 'pmr': {'checked': False}, 'price': {'checked': False, 'precisions': ''}, 'sign': {'checked': False}, 'docs': [], 'inconditionnel': True, 'other': ''}, 'publics': {'age': {'max': 18, 'min': None}, 'accueil': 1, 'administrative': ['regular'], 'description': '', 'familialle': ['family'], 'gender': ['men', 'women'], 'other': []}, 'hours': {'description': '', 'friday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'monday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'saturday': {'open': True, 'timeslot': [{'end': 1200, 'start': 900}]}, 'sunday': {'open': False, 'timeslot': []}, 'thursday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'tuesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'wednesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}}, 'differentHours': False, 'close': {'actif': False, 'dateDebut': None, 'dateFin': None}}, {'categorie': 1119, 'description': '', 'name': 'SPECIALISTES', 'free': True, 'sameConditions': True, 'closed': False, 'saturated': {'precision': None, 'statut': 0}, 'specifications': {'price': '', 'hours_specifique': False, 'hours_completed': False, 'family': True, 'age_min': 0, 'age_max': 99, 'sexe': 'mixte', 'origine': False, 'refugie': False, 'asile': False, 'animals': False, 'on_appointment': False, 'orientation': False, 'orientation_precision': '', 'other': '', 'hours': {'monday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'tuesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'wednesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'thursday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'friday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'saturday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'sunday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}}}, 'differentPublics': False, 'differentModalities': False, 'modalities': {'animal': {'checked': False}, 'appointment': {'checked': False, 'precisions': ''}, 'inscription': {'checked': False, 'precisions': ''}, 'orientation': {'checked': False, 'precisions': ''}, 'pmr': {'checked': False}, 'price': {'checked': False, 'precisions': ''}, 'sign': {'checked': False}, 'docs': [], 'inconditionnel': True, 'other': ''}, 'publics': {'age': {'max': 18, 'min': None}, 'accueil': 1, 'administrative': ['regular'], 'description': '', 'familialle': ['family'], 'gender': ['men', 'women'], 'other': []}, 'hours': {'description': '', 'friday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'monday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'saturday': {'open': True, 'timeslot': [{'end': 1200, 'start': 900}]}, 'sunday': {'open': False, 'timeslot': []}, 'thursday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'tuesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'wednesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}}, 'differentHours': False, 'close': {'actif': False, 'dateDebut': None, 'dateFin': None}}, {'categorie': 103, 'description': '', 'name': 'SANTE', 'free': True, 'sameConditions': True, 'closed': False, 'saturated': {'precision': None, 'statut': 0}, 'specifications': {'price': '', 'hours_specifique': False, 'hours_completed': False, 'family': True, 'age_min': 0, 'age_max': 99, 'sexe': 'mixte', 'origine': False, 'refugie': False, 'asile': False, 'animals': False, 'on_appointment': False, 'orientation': False, 'orientation_precision': '', 'other': '', 'hours': {'monday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'tuesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'wednesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'thursday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'friday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'saturday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'sunday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}}}, 'differentPublics': False, 'differentModalities': False, 'modalities': {'animal': {'checked': False}, 'appointment': {'checked': False, 'precisions': ''}, 'inscription': {'checked': False, 'precisions': ''}, 'orientation': {'checked': False, 'precisions': ''}, 'pmr': {'checked': False}, 'price': {'checked': False, 'precisions': ''}, 'sign': {'checked': False}, 'docs': [], 'inconditionnel': True, 'other': ''}, 'publics': {'age': {'max': 18, 'min': None}, 'accueil': 1, 'administrative': ['regular'], 'description': '', 'familialle': ['family'], 'gender': ['men', 'women'], 'other': []}, 'hours': {'description': '', 'friday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'monday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'saturday': {'open': True, 'timeslot': [{'end': 1200, 'start': 900}]}, 'sunday': {'open': False, 'timeslot': []}, 'thursday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'tuesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'wednesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}}, 'differentHours': False, 'close': {'actif': False, 'dateDebut': None, 'dateFin': None}}]","[{'categorie': 404, 'description': '', 'name': 'CONSEIL', 'free': True, 'sameConditions': True, 'closed': False, 'saturated': {'precision': None, 'statut': 0}, 'specifications': {'price': '', 'hours_specifique': False, 'hours_completed': False, 'family': True, 'age_min': 0, 'age_max': 99, 'sexe': 'mixte', 'origine': False, 'refugie': False, 'asile': False, 'animals': False, 'on_appointment': False, 'orientation': False, 'orientation_precision': '', 'other': '', 'hours': {'monday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'tuesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'wednesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'thursday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'friday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'saturday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'sunday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}}}, 'differentPublics': False, 'differentModalities': False, 'modalities': {'animal': {'checked': False}, 'appointment': {'checked': False, 'precisions': ''}, 'inscription': {'checked': False, 'precisions': ''}, 'orientation': {'checked': False, 'precisions': ''}, 'pmr': {'checked': False}, 'price': {'checked': False, 'precisions': ''}, 'sign': {'checked': False}, 'docs': [], 'inconditionnel': True, 'other': ''}, 'publics': {'age': {'max': 18, 'min': None}, 'accueil': 1, 'administrative': ['regular'], 'description': '', 'familialle': ['family'], 'gender': ['men', 'women'], 'other': []}, 'hours': {'description': '', 'friday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'monday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'saturday': {'open': True, 'timeslot': [{'end': 1200, 'start': 900}]}, 'sunday': {'open': False, 'timeslot': []}, 'thursday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'tuesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'wednesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}}, 'differentHours': False, 'close': {'actif': False, 'dateDebut': None, 'dateFin': None}}, {'categorie': 1119, 'description': '', 'name': 'SPECIALISTES', 'free': True, 'sameConditions': True, 'closed': False, 'saturated': {'precision': None, 'statut': 0}, 'specifications': {'price': '', 'hours_specifique': False, 'hours_completed': False, 'family': True, 'age_min': 0, 'age_max': 99, 'sexe': 'mixte', 'origine': False, 'refugie': False, 'asile': False, 'animals': False, 'on_appointment': False, 'orientation': False, 'orientation_precision': '', 'other': '', 'hours': {'monday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'tuesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'wednesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'thursday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'friday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'saturday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'sunday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}}}, 'differentPublics': False, 'differentModalities': False, 'modalities': {'animal': {'checked': False}, 'appointment': {'checked': False, 'precisions': ''}, 'inscription': {'checked': False, 'precisions': ''}, 'orientation': {'checked': False, 'precisions': ''}, 'pmr': {'checked': False}, 'price': {'checked': False, 'precisions': ''}, 'sign': {'checked': False}, 'docs': [], 'inconditionnel': True, 'other': ''}, 'publics': {'age': {'max': 18, 'min': None}, 'accueil': 1, 'administrative': ['regular'], 'description': '', 'familialle': ['family'], 'gender': ['men', 'women'], 'other': []}, 'hours': {'description': '', 'friday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'monday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'saturday': {'open': True, 'timeslot': [{'end': 1200, 'start': 900}]}, 'sunday': {'open': False, 'timeslot': []}, 'thursday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'tuesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'wednesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}}, 'differentHours': False, 'close': {'actif': False, 'dateDebut': None, 'dateFin': None}}, {'categorie': 103, 'description': '', 'name': 'SANTE', 'free': True, 'sameConditions': True, 'closed': False, 'saturated': {'precision': None, 'statut': 0}, 'specifications': {'price': '', 'hours_specifique': False, 'hours_completed': False, 'family': True, 'age_min': 0, 'age_max': 99, 'sexe': 'mixte', 'origine': False, 'refugie': False, 'asile': False, 'animals': False, 'on_appointment': False, 'orientation': False, 'orientation_precision': '', 'other': '', 'hours': {'monday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'tuesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'wednesday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'thursday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'friday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'saturday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}, 'sunday': {'evening_start': -1, 'evening_end': -1, 'afternoon_start': -1, 'afternoon_end': -1}}}, 'differentPublics': False, 'differentModalities': False, 'modalities': {'animal': {'checked': False}, 'appointment': {'checked': False, 'precisions': ''}, 'inscription': {'checked': False, 'precisions': ''}, 'orientation': {'checked': False, 'precisions': ''}, 'pmr': {'checked': False}, 'price': {'checked': False, 'precisions': ''}, 'sign': {'checked': False}, 'docs': [], 'inconditionnel': True, 'other': ''}, 'publics': {'age': {'max': 18, 'min': None}, 'accueil': 1, 'administrative': ['regular'], 'description': '', 'familialle': ['family'], 'gender': ['men', 'women'], 'other': []}, 'hours': {'description': '', 'friday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'monday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'saturday': {'open': True, 'timeslot': [{'end': 1200, 'start': 900}]}, 'sunday': {'open': False, 'timeslot': []}, 'thursday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'tuesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}, 'wednesday': {'open': True, 'timeslot': [{'end': 1900, 'start': 800}]}}, 'differentHours': False, 'close': {'actif': False, 'dateDebut': None, 'dateFin': None}}]","{'orgaId': None, 'orgaName': None, 'role': None, 'status': 'ADMIN_SOLIGUIDE', 'territory': '00'}",False,False,True,,,,ADMIN_SOLIGUIDE,67
12,40007,60c89c43e1262b211adf615a,2244,5fb658093cb90874d9ab1eb4,place,2021-06-15,2021-06-15 12:25:39.539,0,,,"{'orgaId': '986', 'orgaName': 'Antigel', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,986,Antigel,OWNER,PRO,75
13,40014,60c89cc2e1262b211adf617c,2537,5fce0dd657e7cc6a57f6d519,tempMessage,2021-06-15,2021-06-15 12:27:46.088,0,,,"{'orgaId': '1066', 'orgaName': 'Aux Captifs, La Libération | Antenne de Paris Centre', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1066,"Aux Captifs, La Libération | Antenne de Paris Centre",OWNER,PRO,75
14,40015,60c89d27e1262b211adf6195,5062,5fce4f0457e7cc6a57f6db8d,place,2021-06-15,2021-06-15 12:29:27.976,0,,,"{'orgaId': '430', 'orgaName': 'Emmaüs', 'role': 'OWNER', 'status': 'PRO', 'territory': '44'}",False,True,True,430,Emmaüs,OWNER,PRO,44
15,40017,60c89daae1262b211adf61a8,3037,5fcdfc9e57e7cc6a57f6d0ad,place,2021-06-15,2021-06-15 12:31:38.699,0,,,"{'orgaId': '1262', 'orgaName': 'France Horizon Accueil de Jour Paris Centre 1', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1262,France Horizon Accueil de Jour Paris Centre 1,OWNER,PRO,75
16,40031,60c89ed7e1262b211adf61ec,7393,5fe215f31108a407a01e16a9,tempMessage,2021-06-15,2021-06-15 12:36:39.247,0,,,"{'orgaId': '1786', 'orgaName': 'CCAS de velizy-Villacoublay', 'role': 'OWNER', 'status': 'PRO', 'territory': '78'}",False,True,True,1786,CCAS de velizy-Villacoublay,OWNER,PRO,78
17,40033,60c89f7ee1262b211adf6201,2784,5fcf8ce1e04aea4056218ea1,place,2021-06-15,2021-06-15 12:39:26.892,0,,,"{'orgaId': '2312', 'orgaName': 'Mission Locale Objectif Emploi Saint-Denis Centre-ville/Saint-Denis La Plaine/Pierrefitte', 'role': 'OWNER', 'status': 'PRO', 'territory': '93'}",False,True,True,2312,Mission Locale Objectif Emploi Saint-Denis Centre-ville/Saint-Denis La Plaine/Pierrefitte,OWNER,PRO,93
18,40041,60c89fdbe1262b211adf620e,4828,5fce3e9257e7cc6a57f6db4a,tempMessage,2021-06-15,2021-06-15 12:40:59.855,0,"{'actif': True, 'dateDebut': datetime.datetime(2021, 7, 8, 0, 0), 'dateFin': datetime.datetime(2021, 9, 9, 0, 0), 'description': 'Fermeture estivale', 'name': ''}","{'actif': False, 'dateDebut': None, 'dateFin': None, 'description': None, 'name': None}","{'orgaId': '1214', 'orgaName': ""Entraide de l’Église Protestante Unie de l'Annonciation"", 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,False,True,1214,Entraide de l’Église Protestante Unie de l'Annonciation,OWNER,PRO,75
19,40051,60c8a084e1262b211adf6223,9951,6074659661d48c1ac5d232fb,tempMessage,2021-06-15,2021-06-15 12:43:48.630,0,,,"{'orgaId': '1344', 'orgaName': ""Ligue de l'Enseignement | Centre Paris Anim' Ken Saro-Wiwa"", 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1344,Ligue de l'Enseignement | Centre Paris Anim' Ken Saro-Wiwa,OWNER,PRO,75
20,40058,60c8a129e1262b211adf6234,4849,5fce2fa057e7cc6a57f6dab2,tempMessage,2021-06-15,2021-06-15 12:46:33.635,0,"{'actif': True, 'dateDebut': datetime.datetime(2021, 6, 15, 0, 0), 'dateFin': datetime.datetime(2021, 12, 30, 0, 0), 'description': 'Notre établissement déménage dans de nouveaux locaux situés au 11, rue des Réglises 75020 PARIS (métro 9 ou T3B : Porte de Montreuil) (même numéro de téléphone : 01.53.06.84.84) à compter du lundi 9 août prochain à 9h30.\nJe vous remercie donc de transmettre cette information à vos équipes collaborant avec notre service ainsi qu’à l’ensemble du public déjà suivi au sein de notre Centre.\nEn prévision de ce déménagement, le Centre sera fermé les jeudi 5 et vendredi 6 août prochains.\n', 'name': ''}","{'actif': False, 'dateDebut': None, 'dateFin': None, 'description': ""null<br>Changement d'horaires: FERMETURE à 17h00 au lieu de 18h00"", 'name': None}","{'orgaId': '1121', 'orgaName': 'Centre Françoise Minkowska', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,False,True,1121,Centre Françoise Minkowska,OWNER,PRO,75
21,40059,60c8a17de1262b211adf6237,30,600affe91108a407a01e1eba,place,2021-06-15,2021-06-15 12:47:57.921,0,,,"{'orgaId': '1334', 'orgaName': 'Les enfants du canal', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1334,Les enfants du canal,OWNER,PRO,75
22,40060,60c8a186e1262b211adf6238,9560,5fd7727317e8c5648075c766,place,2021-06-15,2021-06-15 12:48:06.518,0,,,"{'orgaId': '1902', 'orgaName': 'Ville de Poissy - Lieu écoute jeunes', 'role': 'OWNER', 'status': 'PRO', 'territory': '78'}",False,True,True,1902,Ville de Poissy - Lieu écoute jeunes,OWNER,PRO,78
23,40064,60c8a204e1262b211adf6240,12074,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:12.279,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,33
24,40065,60c8a20be1262b211adf6241,12089,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:19.643,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,16
25,40066,60c8a210e1262b211adf6242,12090,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:24.209,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,24
26,40067,60c8a213e1262b211adf6243,12091,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:27.523,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,33
27,40068,60c8a216e1262b211adf6244,12092,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:30.780,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,24
28,40069,60c8a219e1262b211adf6245,12093,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:33.722,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,33
29,40070,60c8a21de1262b211adf6246,12094,608ffd11049aa60ae8b87b1b,place,2021-06-15,2021-06-15 12:50:37.396,0,,,"{'orgaId': '3469', 'orgaName': 'EBS Le Relais Gironde', 'role': 'OWNER', 'status': 'PRO', 'territory': '33'}",False,True,True,3469,EBS Le Relais Gironde,OWNER,PRO,33
30,40073,60c8a24ce1262b211adf6249,9932,608fec82049aa60ae8b87a20,tempMessage,2021-06-15,2021-06-15 12:51:24.287,0,,,"{'orgaId': None, 'orgaName': None, 'role': None, 'status': 'ADMIN_SOLIGUIDE', 'territory': '00'}",False,True,True,,,,ADMIN_SOLIGUIDE,
31,40079,60c8a31de1262b211adf6261,11231,602e6a024a6e2716d0743bde,tempMessage,2021-06-15,2021-06-15 12:54:53.786,0,,,"{'orgaId': '3255', 'orgaName': 'Société Saint-Vincent-de-Paul | Panier des Batignolles', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,3255,Société Saint-Vincent-de-Paul | Panier des Batignolles,OWNER,PRO,75
32,40080,60c8a33be1262b211adf6263,5720,60584c402e95fa1fc7844254,place,2021-06-15,2021-06-15 12:55:23.749,0,,,"{'orgaId': '1432', 'orgaName': 'Petits frères des pauvres', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1432,Petits frères des pauvres,OWNER,PRO,75
33,40084,60c8a3dbe1262b211adf626b,3721,6058c9844215b76aebae83b4,tempMessage,2021-06-15,2021-06-15 12:58:03.735,0,,,"{'orgaId': '1264', 'orgaName': ""France Terre d'Asile | CADA de Paris"", 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1264,France Terre d'Asile | CADA de Paris,OWNER,PRO,75
34,40098,60c8a631e1262b211adf62ac,2666,6058af444215b76aebae830f,tempMessage,2021-06-15,2021-06-15 13:08:01.258,0,,,"{'orgaId': '2286', 'orgaName': 'Coallia', 'role': 'OWNER', 'status': 'PRO', 'territory': '93'}",False,True,True,2286,Coallia,OWNER,PRO,93
35,40101,60c8a64be1262b211adf62b1,315,5fce128b57e7cc6a57f6d7e7,tempMessage,2021-06-15,2021-06-15 13:08:27.719,0,,,"{'orgaId': '1139', 'orgaName': 'Centre social et culturel Danube (CSCD)', 'role': 'OWNER', 'status': 'PRO', 'territory': '75'}",False,True,True,1139,Centre social et culturel Danube (CSCD),OWNER,PRO,75
36,40110,60c8a782e1262b211adf62e1,11054,60265b937acff96983889586,place,2021-06-15,2021-06-15 13:13:38.084,0,,,"{'orgaId': '3203', 'orgaName': 'Ville de Nanterre - Espace Santé Jeunes', 'role': 'OWNER', 'status': 'PRO', 'territory': '92'}",False,True,True,3203,Ville de Nanterre - Espace Santé Jeunes,OWNER,PRO,92
37,40118,60c8a81ee1262b211adf62f7,4976,60bf244ddcc0491fd973cca8,place,2021-06-15,2021-06-15 13:16:14.164,0,,,"{'orgaId': None, 'orgaName': None, 'role': None, 'status': 'ADMIN_SOLIGUIDE', 'territory': '00'}",False,True,True,,,,ADMIN_SOLIGUIDE,44
